,tconst,tLabel,Location,Scene,geocodedLocation,latitude,longitude
162,tt0068576,Fear Is the Key,"Illinois, USA",,"Illinois, United States of America",40.079660600000004,-89.4337288
182,tt2010914,Behzat Ç.: Seni Kalbime Gömdüm,"Ankara, Turkey",,"Ankara, İç Anadolu Bölgesi, Türkiye",39.7160439,32.705994800000006
197,tt0252223,All the Queen's Men,"Budapest, Hungary",,"Budapest, Közép-Magyarország, 1011, Magyarország",47.4983815,19.0404707
205,tt1978200,Moordvrouw,"Hilversum, Noord-Holland, Netherlands",,"Hilversum, Noord-Holland, Nederland",52.2248095,5.1763518
234,tt1329539,1066,"Yorkshire, England, UK",,"Yorkshire, Great Ribston with Walshford, Harrogate, North Yorkshire, Yorkshire and the Humber, England, United Kingdom",53.982527100000006,-1.3852499932684972
256,tt0067870,Een stad neemt wraak,"Daganzo, Madrid, Spain",,"Daganzo de Arriba, Cuenca del Medio Jarama, Comunidad de Madrid, España",40.545195299999996,-3.45785
261,tt1562859,Golmaal 3,"Goa, India",,"Goa, India",15.3004543,74.08551340000001
290,tt3709718,Transit 17,Belgium,,België / Belgique / Belgien,50.6402809,4.666714499999999
295,tt0954921,Crysis,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
297,tt5720450,Independents' Day,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
335,tt1534370,Los protegidos,"Villanueva de la Cañada, Madrid, Spain",,"Villanueva de la Cañada, Cuenca del Guadarrama, Comunidad de Madrid, 28691, España",40.447210600000005,-4.002795
338,tt0066635,Cade's County,"Wildwood Regional Park, Thousand Oaks, California, USA",,"Wildwood Regional Park, West Avenida de Las Flores, Mountclef Village, Thousand Oaks, Ventura County, California, 91360, United States of America",34.22164615,-118.91567887395948
389,tt0286593,Diljale,Switzerland,,Schweiz/Suisse/Svizzera/Svizra,46.7985624,8.231973599999998
422,tt0071902,Newman's Law,"San Fernando Valley, Los Angeles, California, USA",(shopping mall),"San Fernando Valley, Los Angeles, Los Angeles County, California, 91406-1232, United States of America",34.21488529999999,-118.49982040000002
425,tt0060330,Don't Lose Your Head,"Denham church, Denham, Buckinghamshire, England, UK",(the marriage),"Denham, The Pyghtle, Denham, Buckinghamshire, South East, England, UB9 5ES, United Kingdom",51.5787302,-0.4973598
463,tt0292432,Apsolutnih sto,"Belgrade, Serbia",,"Београд, Град Београд, Централна Србија, 11000, Србија (Serbia)",44.8178131,20.4568974
10,tt0138322,Beretta's Island,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
20,tt0076809,Tentacoli,"Shelter Island, San Diego, California, USA",,"Shelter Island, San Diego, San Diego County, California, 92147, United States of America",32.7113133,-117.23003190000001
24,tt0031398,Gunga Din,"Lone Pine, California, USA",,"Lone Pine, Inyo County, California, 93545, United States of America",36.583176,-118.07835929489715
34,tt0075987,Emanuelle - Perché violenza alle donne?,"Elios Studios, Rome, Lazio, Italy","(studio) (Rome, Italy)","Titanus Elios, 1361, Via Tiburtina, Municipio Roma IV, Zona VI Settecamini, Roma Capitale, Lazio, 00131, Italia",41.93940235,12.618602234352965
36,tt0075987,Emanuelle - Perché violenza alle donne?,"New York City, New York, USA",,"New York, United States of America",40.7127281,-74.0060152
46,tt9228950,Malibu Rescue,"Malibu, California, USA",,"Malibu, Los Angeles County, California, 90265-4797, United States of America",34.035591,-118.689423
52,tt0115109,The Beast,"Patonga, New South Wales, Australia",(Nice Scenic Location),"Patonga, Gosford, Central Coast Council, New South Wales, 2256, Australia",-33.5514267,151.26988640000002
58,tt3343868,The Veil,"Turner Falls Park, Oklahoma, USA",,"Turner Falls, Riverside Drive, Cedar Village, Davis, Murray County, Oklahoma, United States of America",34.425579,-97.1481287674209
62,tt0033028,Zeehavik,"Laguna Beach, California, USA",,"Laguna Beach, Orange County, California, United States of America",33.542697499999996,-117.785366
85,tt0105930,Acapulco H.E.A.T.,"Puerto Vallarta, Jalisco, Mexico",,"Puerto Vallarta, San Martín de Las Flores, Tlaquepaque, San Pedro Tlaquepaque, Jalisco, 45625, México",20.6151593,-103.29287149999999
90,tt0075989,Empire of the Ants,"Jensen Beach, Florida, USA","(Sailfish Point, Stuart, Florida, USA)","Jensen Beach, Lighthouse Point, Martin County, Florida, 34995, United States of America",27.22089615,-80.25567908960551
118,tt3401748,Oddball,"Warrnambool, Victoria, Australia",(location),"Warrnambool, City of Warrnambool, Victoria, 3280, Australia",-38.3826241,142.48141909999998
123,tt0276830,Blueberry,"Coahuíla, Mexico",,"Coahuila de Zaragoza, México",27.3333331,-102.0000001
137,tt0064615,Mackenna's Gold,"Monument Valley, Arizona, USA",,"Monument Valley Navajo Tribal Park, Navajo County, Arizona, United States of America",36.9820026,-110.1108327
156,tt0082648,The Legend of the Lone Ranger,"Cumbres & Toltec Scenic Railroad, Chama, New Mexico, USA",,"Cumbres & Toltec Scenic Railroad, 500, Terrace Avenue, Chama, Rio Arriba County, New Mexico, 87520, United States of America",36.902958,-106.5780094
197,tt0076847,"Un autre homme, une autre chance","Elgin, Arizona, USA",,"Elgin, Granite Peak Road, Santa Cruz County, Arizona, United States of America",31.650702000000006,-110.49014267218384
205,tt0082350,An Eye for an Eye,"Golden Gate Bridge, San Francisco, California, USA",(Driving Scene),"Golden Gate Bridge, Moore Road, Belvedere Island, Marin County, California, 94965, United States of America",37.8176155,-122.47831240371912
227,tt1395025,Agent Vinod,"Riga, Latvia",,"Rīga, Vidzeme, Latvija",56.949397700000006,24.1051846
234,tt0073012,The Four Musketeers,"Monasterio de Uclés, Uclés, Cuenca, Castilla-La Mancha, Spain",(Convent of Armentières interior and exterior scenes),"Monasterio de Uclés (año 1530 al 1550), Calle del Castillo, Uclés, Cuenca, Castilla-La Mancha, 16420, España",39.980317799999995,-2.8634787999999998
261,tt0106309,Joshua Tree,"Alabama Hills, Lone Pine, California, USA",(Desert location as Santee runs all night and meets a Coyote),"Alabama Hills, Lone Pine, Inyo County, California, 93545, United States of America",36.567711700000004,-118.0898097
290,tt0072705,Bite the Bullet,"Colorado City, Arizona, USA",,"Colorado City, Mohave County, Arizona, 86021, United States of America",36.9902621,-112.9757702
295,tt0072705,Bite the Bullet,"Mount Logan Wilderness, Arizona, USA",,"Mount Logan Wilderness, Mohave County, Arizona, United States of America",36.34394875,-113.21600292603719
297,tt0047073,Demonen der diepte,"Arc de Triomphe, Paris 8, Paris, France",,"Arc de Triomphe, Place Charles de Gaulle, Quartier de Chaillot, Paris, Île-de-France, France métropolitaine, 75008, France",48.8737791,2.2950372260376732
335,tt4215674,Highway to Havasu,"Twin Falls, Idaho, USA",(filmed in),"Twin Falls, Twin Falls County, Idaho, 83301, United States of America",42.5704219,-114.46031709999998
364,tt0043232,Sky King,"El Mirage Dry Lake, California, USA",(flying sequense during opening credits),"El Mirage Dry Lake, Alegre Lane, San Bernardino County, California, United States of America",34.6424366,-117.59821798766576
389,tt0062639,Vaarwel vriend,"La Défense, Hauts-de-Seine, France",(Tour Initiale),"La Défense, Courbevoie, Arrondissement de Nanterre, Hauts-de-Seine, Île-de-France, France métropolitaine, 92400, France",48.891008,2.2412077999999998
425,tt5822500,Crash Bandicoot N. Sane Trilogy,"Beijing, China",,"北京市, 东城区, 北京市, 100010, China 中国",39.906217,116.3912757
440,tt0075214,Shout at the Devil,Malta,,Malta,35.888599299999996,14.4476911
463,tt0098512,The Incredible Hulk Meets Daredevil,"Vancouver, British Columbia, Canada",,"Vancouver, Metro Vancouver Regional District, British Columbia, Canada",49.2608724,-123.11395290000002
480,tt7999996,Dip,"Istanbul, Turkey",,"İstanbul, Beyazıt Meydanı, Beyazıt Mahallesi, Fatih, İstanbul, Marmara Bölgesi, 34126, Türkiye",41.0096215,28.965186699999997
481,tt2995858,Hitman,"Paris, France",,"Paris, Île-de-France, France métropolitaine, France",48.856696899999996,2.3514616000000004
492,tt0365043,The Challenge,"Cabo San Lucas, Baja California Sur, Mexico",,"Cabo San Lucas, Los Cabos, Baja California Sur, 23470, México",22.893888399999998,-109.92006040000001
527,tt0167203,I Dreamed of Africa,South Africa,,South Africa,-28.816623600000003,24.991639000000003
536,tt0065570,El Condor,"Desierto de Tabernas, Almería, Andalucía, Spain","(Exterior scenes, Fort El Condor)","Paraje Natural del Desierto de Tabernas, Gérgal, Almería, Andalucía, España",37.06755089999999,-2.5294695521144464
554,tt0036098,Lassie komt thuis,"Thousand Oaks, California, USA",,"Thousand Oaks, Ventura County, California, United States of America",34.17142715,-118.91058772974444
559,tt0061715,De Dwerg-Express,"Big Basin, California, USA",,"Big Basin, Santa Cruz County, California, United States of America",37.1665748,-122.1875565
561,tt8108230,Gekijouban Poketto monsutâ: Minna no Monogatari,"New York City, New York, USA",(DuArt Film and Video),"New York, United States of America",40.7127281,-74.0060152
569,tt0084647,The Secret Adversary,"London, England, UK",,"London, Greater London, England, United Kingdom",51.5073219,-0.1276474
580,tt0116320,Fled,"Tennessee Valley Railroad, Chattanooga, Tennessee, USA",(Train scene),"Tennessee Valley Railroad Museum, 4119, Cromwell Road, Jersey, Chattanooga, Hamilton County, Tennessee, 37421, United States of America",35.06789885,-85.20613887989741
584,tt0116320,Fled,"Victorville, California, USA",,"Victorville, San Bernardino County, California, United States of America",34.536106700000005,-117.2911565
601,tt0063056,Hell in the Pacific,Palau,,Belau,7.3245,134.496454875
621,tt0080596,The Day Time Ended,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
622,tt0147752,Biker Mice from Mars,"Chicago Illinois, USA",,"Chicago, Cook County, Illinois, United States of America",41.875561600000005,-87.6244212
623,tt0109912,A Gnome Named Gnorm,"Long Beach, California, USA",,"Long Beach, Los Angeles County, California, United States of America",33.7690164,-118.1916048
625,tt1982177,Exit Marrakech,Morocco,,Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب,31.1728205,-7.3362482
627,tt7440366,Mehmetçik Kut'ül Amare,"Konya, Turkey",,"Konya, Selçuklu, Konya, İç Anadolu Bölgesi, 42200, Türkiye",37.8719963,32.484401500000004
633,tt1247657,Friendship!,"San Francisco, California, USA",,"San Francisco, San Francisco City and County, California, United States of America",37.779026200000004,-122.4199061
10,tt1950186,Le Mans '66,"Statesboro, Georgia, USA",(racing track scenes),"Statesboro, Bulloch County, Georgia, 30459, United States of America",32.4490141,-81.78329120000001
20,tt0993846,The Wolf of Wall Street,"Portofino, Genoa, Liguria, Italy",(when Jordan and Naomi receive news of death of aunt Emma),"Portofino, Genova, Liguria, Italia",44.3036653,9.2093446
24,tt0993846,The Wolf of Wall Street,"Mamaroneck, New York, USA",(location),"Mamaroneck, Town of Mamaroneck, Westchester County, New York, 10543, United States of America",40.9487097,-73.7326309
25,tt0993846,The Wolf of Wall Street,"300 East 55th Street, Manhattan, New York City, New York, USA",(Belfort's downtown apartment),"300, East 55th Street, Midtown East, Manhattan Community Board 6, Manhattan, New York County, New York, 10022, United States of America",40.757876,-73.96615
32,tt0993846,The Wolf of Wall Street,"10 Vanderbilt Drive, Sands Point, Port Washington, New York, USA",(Belfort beach house),"10, Vanderbilt Drive, Sands Point, North Hempstead, Nassau County, New York, 11050, United States of America",40.86483970000001,-73.72149909044376
34,tt0993846,The Wolf of Wall Street,"Port Washington, New York, USA",,"Port Washington, North Hempstead, Nassau County, New York, United States of America",40.8254914,-73.68128200830327
36,tt6394270,Bombshell,"Los Angeles, California, USA",,"Los Angeles, Los Angeles County, California, United States of America",34.0536909,-118.2427666
52,tt2788432,American Crime Story,"Wilmington, Delaware, USA",(Residence),"Wilmington, New Castle County, Delaware, United States of America",39.7459468,-75.546589
58,tt0099685,Goodfellas,"1080 Inwood Terrace, Fort Lee, New Jersey, USA",(Henry & Karen's house after Henry's prison time.),"1080, Inwood Terrace, Fort Lee, Bergen County, New Jersey, 07024, United States of America",40.837540999999995,-73.986038
85,tt0108052,Schindler's List,"Auschwitz-Birkenau Concentration Camp, Oswiecim, Malopolskie, Poland",,"Niemiecki nazistowski obóz koncentracyjny i zagłady Auschwitz II-Birkenau, Ofiar Faszyzmu, Pakuz, Brzezinka, gmina Oświęcim, powiat oświęcimski, województwo małopolskie, 32-603, Polska",50.03890605,19.17129835775991
90,tt7349662,BlacKkKlansman,"Ossining, New York, USA",(as Colorado Springs),"Ossining, Town of Ossining, Westchester County, New York, 10562, United States of America",41.161316799999994,-73.8620367
118,tt7984766,The King,"Lincolnshire, England, UK",(location),"Lincolnshire, Stixwould and Woodhall, East Lindsey, Lincolnshire, East Midlands, England, United Kingdom",53.182303399999995,-0.2031208542548153
137,tt2235759,The Great,"Bow, London, England, UK",,"Bow, London Borough of Tower Hamlets, London, Greater London, England, E3 2DS, United Kingdom",51.530938299999995,-0.0274853
156,tt6966692,Green Book,"French Quarter, New Orleans, Louisiana, USA",,"French Quarter, New Orleans, Orleans Parish, Louisiana, 70116, United States of America",29.959505600000004,-90.0655668
162,tt1727824,Bohemian Rhapsody,"Bovingdon Airfield, Bovingdon, Hertfordshire, UK",(Doubling for Wembley Arena Live Aid concert),"Bovingdon Airfield (disused), Lysander Close, Bovingdon, Hertfordshire, East of England, England, HP3 0RY, United Kingdom",51.728550399999996,-0.5420498
182,tt0112573,Braveheart,"Dunsany Castle, County Meath, Ireland",,"Dunsany Castle, L2208, Dunsany, Killeen, The Municipal District of Ratoath, Leinster, Ireland",53.53559549999999,-6.620875695531838
197,tt0264464,Catch Me If You Can,"Notre Dame des Victoires, Québec City, Québec, Canada",(Montrichard Square),"Notre-Dame-des-Victoires, Place Royale, Vieux-Québec–Cap-Blanc–Colline-Parlementaire, Cap-Blanc, La Cité-Limoilou, Québec, Québec (Agglomération), Capitale-Nationale, Québec, Canada",46.812867,-71.20272247293215
205,tt0264464,Catch Me If You Can,"Hollywood Roosevelt Hotel - 7000 Hollywood Blvd., Hollywood, Los Angeles, California, USA",(Tropicana Motel),"Hollywood Roosevelt Hotel, 7000, Hollywood Boulevard, Hollywood, Los Angeles, Los Angeles County, California, 90028, United States of America",34.10096805000001,-118.34181478202902
256,tt2179136,American Sniper,"Oceanside, California, USA",(Pier early in the film),"Oceanside, San Diego County, California, United States of America",33.1958696,-117.3794834
290,tt0108358,Tombstone,"Mt. Lemmon, Arizona, USA",,"Mount Lemmon, Pima County, Arizona, 85619, United States of America",32.4431311,-110.78842949999999
295,tt3224458,A Beautiful Day in the Neighborhood,"Port Authority Bus Terminal, 625 8th Ave, New York, NY 10109, United States",(Where Lloyd boards the bus to Pittsburgh),"Port Authority Bus Terminal, 625, 8th Avenue, Theater District, Manhattan Community Board 5, Manhattan, New York County, New York, 10036, United States of America",40.7568804,-73.99148667376184
